review_id,user_id,hotel_id,review_date,score_overall,score_cleanliness,score_comfort,score_facilities,score_location,score_staff,score_value_for_money,review_text,hotel_name,city,country_x,star_rating,lat,lon,cleanliness_base,comfort_base,facilities_base,location_base,staff_base,value_for_money_base,user_gender,country_y,age_group,traveller_type,join_date
6900,1779,22,2024-12-14,8.9,9.8,8.6,8.9,8.8,9.0,8.4,"Nor give cover everything mind most writer act. More administration well have.
Bank old for other movie. Manager also lay as situation must.",Canal House Grand,Amsterdam,Netherlands,5,52.3676,4.9041,9.4,9.1,9.0,9.6,9.2,8.9,Male,Canada,25-34,Family,2021-12-13
6901,1983,5,2023-09-22,9.1,8.9,9.5,9.2,9.7,9.3,7.6,"Customer population more ability simply help political.
Learn new room fly. Challenge whose television success behind set these.",The Golden Oasis,Dubai,United Arab Emirates,5,25.2769,55.2962,9.3,9.5,9.6,8.9,9.4,8.5,Other,Mexico,35-44,Business,2025-07-29
6902,152,14,2023-09-23,9.4,9.9,9.3,9.6,8.8,9.3,9.1,"Provide technology check of entire real.
Her direction blue player skin wish white. Role answer arm anything option none.",Colosseum Gardens,Rome,Italy,5,41.9028,12.4964,9.2,9.1,8.9,9.8,9.0,8.7,Female,Spain,35-44,Family,2024-06-06
6903,1317,4,2022-10-07,9.2,10.0,8.8,9.9,8.5,9.2,8.5,"Phone middle cell set like appear national.
According know young compare inside sister ball. Catch visit century try way argue center.",Kyo-to Grand,Tokyo,Japan,5,35.6895,139.6917,9.6,9.0,9.3,8.5,9.5,8.2,Female,China,45-54,Family,2022-12-08
6904,1430,7,2023-12-02,9.0,8.9,9.1,9.2,9.5,8.6,8.8,Live here because. Condition rich close particularly. Body style I leader protect.,Sydney Harbour Grand,Sydney,Australia,5,-33.8651,151.2099,8.9,9.0,8.5,9.8,8.9,8.4,Female,United Kingdom,45-54,Family,2022-07-07
6905,110,25,2025-04-03,8.9,9.0,8.9,8.8,9.2,9.5,7.9,Pressure type popular artist leader. Fact happen strong near likely rock.,The Kiwi Grand,Wellington,New Zealand,5,-41.2865,174.7762,9.3,9.2,9.1,9.0,9.1,8.8,Male,Canada,25-34,Business,2025-04-20
6906,1953,23,2020-02-11,8.9,8.5,8.8,8.8,9.6,9.3,8.2,Church care when thank I production. Drive their particularly develop.,Tango Boutique,Buenos Aires,Argentina,5,-34.6037,-58.3816,8.9,8.8,8.7,9.0,8.8,8.7,Male,China,35-44,Business,2021-07-30
6907,1197,24,2021-02-24,8.8,9.5,8.6,8.7,8.6,8.8,8.6,White wide type. Tax special religious face wall kind. Live brother discuss series yes task. May time raise top rather.,The Savannah House,Lagos,Nigeria,5,6.5244,3.3792,8.7,8.6,8.5,8.9,8.6,8.4,Male,Spain,25-34,Family,2021-01-21
6908,702,22,2021-08-05,9.0,10.0,8.9,8.1,9.3,9.0,8.2,Order break light. Loss social tonight something. Imagine add be security.,Canal House Grand,Amsterdam,Netherlands,5,52.3676,4.9041,9.4,9.1,9.0,9.6,9.2,8.9,Male,Germany,18-24,Couple,2024-06-03
6909,25,20,2022-03-01,9.0,8.2,9.2,9.3,9.9,8.9,7.9,"Run good develop remember. Else act kind. Understand also store water source.
Glass notice enjoy special cut goal tend. Social report direction.",The Orchid Palace,Bangkok,Thailand,5,13.7563,100.5018,9.0,9.2,9.1,9.4,9.1,8.6,Male,Japan,25-34,Business,2024-11-14
6910,1807,9,2023-06-08,8.9,9.3,8.4,8.6,9.2,9.0,8.9,Cost very suffer food. Professional speak south story ever.,Berlin Mitte Elite,Berlin,Germany,5,52.52,13.405,9.3,9.2,9.0,9.1,9.1,8.7,Male,France,18-24,Solo,2024-01-29
6911,743,11,2024-11-25,8.9,9.2,9.7,8.1,9.1,8.3,8.4,Push another seat home executive ground environmental ten. Artist water push. Easy hand believe maybe radio.,The Bund Palace,Shanghai,China,5,31.2304,121.4737,9.1,9.0,9.2,9.6,9.0,8.9,Male,Italy,25-34,Couple,2024-02-25
6912,1587,24,2024-09-11,8.7,8.9,9.3,8.2,8.7,8.2,8.6,"As foot nation above site. The player stand fight.
Property care expert action computer information study Republican.",The Savannah House,Lagos,Nigeria,5,6.5244,3.3792,8.7,8.6,8.5,8.9,8.6,8.4,Male,Mexico,18-24,Couple,2021-12-12
6913,1929,1,2024-11-18,8.8,9.8,9.4,8.3,8.9,8.2,7.6,Prevent no of design. Fund three simply group manage.,The Azure Tower,New York,United States,5,40.758,-73.9855,9.1,8.8,8.9,9.5,8.6,8.0,Male,China,35-44,Couple,2023-01-17
6914,886,15,2023-03-06,9.0,9.0,9.3,8.4,9.5,9.3,8.5,"Own born just common right single give former. Option machine chance per natural. Really part fast.
Others apply face radio sit.",Table Mountain View,Cape Town,South Africa,5,-33.9249,18.4241,9.0,9.2,8.8,9.5,9.2,8.4,Other,United States,18-24,Couple,2024-07-03
6915,110,10,2025-07-23,8.8,9.1,8.7,9.0,9.0,9.0,7.9,Management nearly former rule itself matter. Even red view there.,The Maple Grove,Toronto,Canada,5,43.6532,-79.3832,9.4,9.3,9.2,8.8,9.2,8.8,Male,Canada,25-34,Business,2025-04-20
6916,1437,17,2022-05-21,9.1,9.4,9.9,8.5,9.5,9.0,8.0,Compare body business what north write institution. See company near six unit seat treat.,Kremlin Suites,Moscow,Russia,5,55.7558,37.6173,9.1,9.3,9.0,9.0,9.1,8.6,Male,Italy,35-44,Couple,2022-06-29
6917,1634,2,2024-07-09,9.0,8.5,9.1,8.4,9.7,9.0,9.0,"Something do Democrat eight. Purpose now unit personal.
Individual out fast attack. Scene share strategy animal himself show.",The Royal Compass,London,United Kingdom,5,51.5072,-0.1276,9.0,9.2,8.8,9.4,9.0,7.9,Male,Italy,25-34,Solo,2021-12-23
6918,1396,12,2023-04-04,8.8,8.5,8.5,8.7,8.6,9.6,9.0,Mother sing agree method standard. Clearly capital industry quickly. Discover city situation test change whom season.,Aztec Heights,Mexico City,Mexico,5,19.4326,-99.1332,8.7,8.9,8.5,9.0,8.7,8.5,Male,South Korea,25-34,Solo,2023-01-07
6919,1500,5,2024-10-09,9.4,9.7,9.6,9.7,8.2,9.6,9.1,Military simple matter data carry major. Size others kind three arrive himself field. Five policy marriage dark sometimes.,The Golden Oasis,Dubai,United Arab Emirates,5,25.2769,55.2962,9.3,9.5,9.6,8.9,9.4,8.5,Female,Turkey,25-34,Family,2021-05-14
6920,1239,18,2020-08-11,8.7,9.0,8.4,8.6,8.8,8.8,8.7,"Piece gas free alone language east.
Mr kind produce modern. Door use college parent.",Nile Grandeur,Cairo,Egypt,5,30.0444,31.2357,8.8,8.7,8.6,9.1,8.7,8.4,Male,Italy,18-24,Solo,2025-04-19
6921,1011,23,2021-06-04,8.8,9.1,8.7,8.0,8.8,9.0,9.2,However guy sea. Low member discover clearly budget ahead pay sing. While where rest American remain defense remain set.,Tango Boutique,Buenos Aires,Argentina,5,-34.6037,-58.3816,8.9,8.8,8.7,9.0,8.8,8.7,Male,United Kingdom,25-34,Solo,2024-01-25
6922,863,21,2020-10-08,8.8,8.9,9.3,7.9,9.4,9.0,8.1,"A red public son central wait do. Will five him.
Fear operation suggest catch officer by speech. National activity one.",The Bosphorus Inn,Istanbul,Turkey,5,41.0082,28.9784,9.1,9.0,8.8,9.3,8.9,8.5,Male,China,35-44,Couple,2023-06-24
6923,1046,4,2021-08-15,8.9,8.9,8.7,8.8,8.4,9.4,9.1,Mouth guess radio simple commercial everyone professional chair. President international hold their which experience million.,Kyo-to Grand,Tokyo,Japan,5,35.6895,139.6917,9.6,9.0,9.3,8.5,9.5,8.2,Other,United States,18-24,Solo,2021-08-07
6924,352,7,2024-08-25,8.6,8.3,8.6,8.9,9.5,8.5,7.2,"Free news itself ago little. Position here of glass health. Month beyond rest throw.
Role poor tree paper. Teach cell start goal.",Sydney Harbour Grand,Sydney,Australia,5,-33.8651,151.2099,8.9,9.0,8.5,9.8,8.9,8.4,Female,Brazil,35-44,Business,2025-06-08
6925,122,6,2023-07-11,8.9,9.2,9.0,9.5,8.7,9.0,8.1,Nothing sometimes east system there. Conference through understand change really painting. Economic theory challenge Mr.,Marina Bay Zenith,Singapore,Singapore,5,1.29027,103.851959,9.2,9.1,9.4,9.7,9.1,8.3,Female,Germany,25-34,Family,2023-03-15
6926,1344,24,2023-03-23,8.7,9.3,8.4,8.5,8.9,8.4,8.7,Your could hot. Begin particular now onto clear determine along. Third certainly hold artist.,The Savannah House,Lagos,Nigeria,5,6.5244,3.3792,8.7,8.6,8.5,8.9,8.6,8.4,Male,Thailand,25-34,Family,2022-12-08
6927,1312,14,2020-08-07,9.1,9.4,9.7,8.1,9.8,9.0,8.3,"Talk unit prepare discuss low hear. Seat exist fear. Subject but natural.
Stage answer certain name.",Colosseum Gardens,Rome,Italy,5,41.9028,12.4964,9.2,9.1,8.9,9.8,9.0,8.7,Male,Brazil,35-44,Couple,2021-07-21
6928,883,25,2021-08-18,9.0,9.6,9.9,8.0,8.9,8.6,8.3,Entire up show find deal. Every shoulder nation election door represent be.,The Kiwi Grand,Wellington,New Zealand,5,-41.2865,174.7762,9.3,9.2,9.1,9.0,9.1,8.8,Female,Canada,35-44,Couple,2023-10-17
6929,1364,3,2025-10-30,8.7,8.4,9.0,8.5,9.3,9.6,7.0,"Source professor former support campaign.
Us enjoy both card teach protect music. Toward fast upon thought on.",L'Étoile Palace,Paris,France,5,48.8566,2.3522,8.8,9.4,8.7,9.6,9.3,8.1,Male,China,35-44,Business,2024-10-06
6930,734,12,2024-09-11,8.8,9.3,9.6,8.4,9.0,8.4,7.9,Bag mission work though. Morning voice own discover.,Aztec Heights,Mexico City,Mexico,5,19.4326,-99.1332,8.7,8.9,8.5,9.0,8.7,8.5,Male,Japan,35-44,Couple,2021-11-20
6931,1256,25,2021-12-14,9.1,9.2,8.7,9.1,9.1,9.1,9.1,In exist guess agency picture it opportunity. Happen technology health near space.,The Kiwi Grand,Wellington,New Zealand,5,-41.2865,174.7762,9.3,9.2,9.1,9.0,9.1,8.8,Male,United States,25-34,Solo,2024-05-24
6932,1057,1,2025-08-20,8.8,9.4,9.5,7.9,9.1,7.9,8.2,No TV manager low happy hour also. Threat because professional statement product series. Top reflect happy professor room.,The Azure Tower,New York,United States,5,40.758,-73.9855,9.1,8.8,8.9,9.5,8.6,8.0,Female,United States,55+,Couple,2025-04-04
6933,364,14,2024-01-17,9.1,9.5,9.3,8.8,9.5,8.9,8.7,Second keep majority happen. Recently analysis mother get its hotel dinner. Form of end break government out sit become.,Colosseum Gardens,Rome,Italy,5,41.9028,12.4964,9.2,9.1,8.9,9.8,9.0,8.7,Male,United Kingdom,55+,Family,2021-03-06
6934,1298,5,2025-06-12,9.2,9.2,9.9,9.0,9.4,8.9,8.3,Indeed story political summer building maybe. Mouth Republican skin ask friend to.,The Golden Oasis,Dubai,United Arab Emirates,5,25.2769,55.2962,9.3,9.5,9.6,8.9,9.4,8.5,Female,Brazil,25-34,Couple,2025-03-05
6935,320,22,2020-02-01,9.2,9.8,9.6,8.6,9.8,8.7,8.5,"Best card people building benefit.
Popular argue much and. Happen radio check value investment three.",Canal House Grand,Amsterdam,Netherlands,5,52.3676,4.9041,9.4,9.1,9.0,9.6,9.2,8.9,Female,Brazil,35-44,Couple,2022-09-23
6936,680,10,2022-12-07,9.0,9.6,9.3,8.1,8.5,9.0,9.0,Authority their though enter. Tonight nor ask once necessary whatever.,The Maple Grove,Toronto,Canada,5,43.6532,-79.3832,9.4,9.3,9.2,8.8,9.2,8.8,Female,Thailand,35-44,Couple,2020-08-14
6937,267,15,2024-08-23,9.0,8.7,9.2,9.4,9.4,9.0,7.8,Student girl purpose sea out whole bad. Goal computer here high anyone how especially. Perform teach summer impact entire also.,Table Mountain View,Cape Town,South Africa,5,-33.9249,18.4241,9.0,9.2,8.8,9.5,9.2,8.4,Female,Canada,35-44,Business,2021-07-31
6938,838,1,2025-05-21,8.7,8.7,8.8,8.5,9.2,8.5,8.5,Term home from general guess capital force. Say growth sure contain often project former begin.,The Azure Tower,New York,United States,5,40.758,-73.9855,9.1,8.8,8.9,9.5,8.6,8.0,Female,Nigeria,35-44,Solo,2025-01-15
6939,1059,8,2020-09-12,8.8,9.3,9.1,7.7,9.3,8.4,8.5,Bit part party card hit. Dinner attack risk. Various design miss break.,Copacabana Lux,Rio de Janeiro,Brazil,5,-22.9068,-43.1729,9.0,8.7,8.6,9.5,8.8,8.6,Male,Thailand,35-44,Couple,2022-06-19
6940,903,18,2022-03-26,8.9,9.4,8.8,8.5,9.5,8.6,8.1,Imagine employee mind politics look another start. Admit wear lot perform art.,Nile Grandeur,Cairo,Egypt,5,30.0444,31.2357,8.8,8.7,8.6,9.1,8.7,8.4,Male,United Kingdom,35-44,Couple,2025-05-15
6941,755,16,2022-10-03,9.0,9.1,9.2,8.6,9.5,9.1,7.9,"Rule TV participant down three tough. Set be identify address enough.
Common interview report four.",Han River Oasis,Seoul,South Korea,5,37.5665,126.978,9.3,9.4,9.1,8.9,9.3,8.5,Male,United States,25-34,Business,2025-01-18
6942,1283,11,2023-06-13,9.0,8.5,8.6,9.4,10.0,8.7,8.3,His return ago food anyone all more. Receive avoid likely. Pretty management think let everyone position.,The Bund Palace,Shanghai,China,5,31.2304,121.4737,9.1,9.0,9.2,9.6,9.0,8.9,Male,South Korea,25-34,Business,2024-01-26
6943,272,8,2021-12-11,8.8,9.7,8.9,8.0,9.1,8.1,8.7,Society eat force long more computer. Like together rich tell.,Copacabana Lux,Rio de Janeiro,Brazil,5,-22.9068,-43.1729,9.0,8.7,8.6,9.5,8.8,8.6,Other,Canada,45-54,Couple,2023-02-05
6944,203,22,2021-12-06,9.3,9.6,9.7,8.6,9.8,8.7,9.1,Commercial describe true attorney see knowledge. Television stop court Congress management top push.,Canal House Grand,Amsterdam,Netherlands,5,52.3676,4.9041,9.4,9.1,9.0,9.6,9.2,8.9,Other,Turkey,45-54,Couple,2024-03-23
6945,657,9,2023-05-25,9.0,9.5,9.2,8.2,9.3,9.0,8.4,Man adult must structure science tough between. Boy evening send my wait one fill.,Berlin Mitte Elite,Berlin,Germany,5,52.52,13.405,9.3,9.2,9.0,9.1,9.1,8.7,Other,United States,25-34,Couple,2021-01-14
6946,108,5,2020-06-13,9.0,9.5,9.2,9.3,8.6,9.3,8.1,Degree left state as condition beat sometimes. With that few star others today number. Box kitchen leg without what.,The Golden Oasis,Dubai,United Arab Emirates,5,25.2769,55.2962,9.3,9.5,9.6,8.9,9.4,8.5,Male,Argentina,25-34,Couple,2023-03-03
6947,1208,3,2021-07-23,8.9,8.4,8.7,8.1,9.4,9.2,9.1,Role budget entire yeah four buy. Debate understand note. Family also theory message name debate action.,L'Étoile Palace,Paris,France,5,48.8566,2.3522,8.8,9.4,8.7,9.6,9.3,8.1,Male,New Zealand,35-44,Solo,2022-09-17
6948,1457,20,2024-05-18,8.9,9.1,9.4,8.1,9.3,8.9,8.4,Son direction deep but history official. Loss rise lawyer writer moment hundred talk. Catch sense song difference painting amount bar.,The Orchid Palace,Bangkok,Thailand,5,13.7563,100.5018,9.0,9.2,9.1,9.4,9.1,8.6,Male,Canada,25-34,Couple,2025-07-18
6949,1741,8,2021-08-25,9.0,8.4,8.8,8.3,9.8,8.9,9.5,"Stay shake manage into.
Stop story product improve over production ago.
Allow fact range along.
Enter fine imagine general role yet many.",Copacabana Lux,Rio de Janeiro,Brazil,5,-22.9068,-43.1729,9.0,8.7,8.6,9.5,8.8,8.6,Male,Netherlands,45-54,Solo,2021-05-28
6950,370,17,2022-05-14,9.0,8.8,8.9,8.5,8.6,9.3,9.5,Series matter go live. Clearly security practice long item mission. Consider two technology former over.,Kremlin Suites,Moscow,Russia,5,55.7558,37.6173,9.1,9.3,9.0,9.0,9.1,8.6,Female,Mexico,25-34,Solo,2021-03-12
6951,580,8,2020-11-08,9.0,8.8,8.6,8.5,9.7,9.1,9.2,Should language teach state appear. Manager none create quality believe cell.,Copacabana Lux,Rio de Janeiro,Brazil,5,-22.9068,-43.1729,9.0,8.7,8.6,9.5,8.8,8.6,Male,Spain,25-34,Solo,2023-10-09
6952,233,16,2024-02-11,8.9,8.9,8.6,9.0,9.1,9.6,7.7,Speech break position ability general.,Han River Oasis,Seoul,South Korea,5,37.5665,126.978,9.3,9.4,9.1,8.9,9.3,8.5,Female,United Kingdom,45-54,Business,2022-11-04
6953,757,22,2022-11-01,9.1,8.8,8.6,9.4,9.4,9.6,8.3,"Season week stage. Suffer deal response.
Prove think local machine no enough protect. Relationship response rule cell Mr finally.",Canal House Grand,Amsterdam,Netherlands,5,52.3676,4.9041,9.4,9.1,9.0,9.6,9.2,8.9,Female,Canada,25-34,Business,2022-09-08
6954,827,16,2021-07-10,9.1,8.7,8.5,9.1,9.0,9.9,9.3,Majority figure investment physical on tough away old. Protect energy system.,Han River Oasis,Seoul,South Korea,5,37.5665,126.978,9.3,9.4,9.1,8.9,9.3,8.5,Male,France,35-44,Solo,2022-07-27
6955,641,5,2024-10-12,9.0,9.4,9.5,9.1,8.9,8.6,8.1,Art describe forget cell issue decide. Hit stock traditional respond research despite.,The Golden Oasis,Dubai,United Arab Emirates,5,25.2769,55.2962,9.3,9.5,9.6,8.9,9.4,8.5,Male,Spain,35-44,Couple,2020-08-27
6956,1183,4,2024-07-02,9.0,9.5,9.6,9.0,9.1,9.1,7.7,Member threat pretty lose should particularly growth. Card along politics so indicate.,Kyo-to Grand,Tokyo,Japan,5,35.6895,139.6917,9.6,9.0,9.3,8.5,9.5,8.2,Male,South Africa,25-34,Couple,2021-07-27
6957,1452,17,2021-07-06,8.9,9.0,9.1,8.3,9.2,9.3,8.1,"Ever involve anyone level loss local. Soon sort gun safe administration.
House film raise develop. Later never across yet treatment book heart.",Kremlin Suites,Moscow,Russia,5,55.7558,37.6173,9.1,9.3,9.0,9.0,9.1,8.6,Male,China,35-44,Couple,2023-05-20
6958,1916,7,2023-08-13,8.7,8.8,8.9,7.9,9.5,8.4,8.6,"It the candidate. Possible himself current central staff set.
Anything leg quality answer. Develop under kid people about board return billion.",Sydney Harbour Grand,Sydney,Australia,5,-33.8651,151.2099,8.9,9.0,8.5,9.8,8.9,8.4,Male,France,25-34,Couple,2021-05-27
6959,766,2,2023-01-31,9.0,9.6,9.1,8.4,9.7,8.9,7.9,System reflect police process yes. Yard man poor adult available. Poor nation success debate everybody study.,The Royal Compass,London,United Kingdom,5,51.5072,-0.1276,9.0,9.2,8.8,9.4,9.0,7.9,Other,United States,25-34,Couple,2022-10-25
6960,1555,16,2024-09-03,8.9,9.2,10.0,8.0,9.3,8.5,8.1,Not up establish old require responsibility. Consumer region your suffer lose. Recent Congress important investment show gun.,Han River Oasis,Seoul,South Korea,5,37.5665,126.978,9.3,9.4,9.1,8.9,9.3,8.5,Male,Australia,45-54,Couple,2024-05-21
6961,1236,18,2020-12-27,8.7,8.8,9.3,8.3,9.3,8.0,8.2,Style party data difficult money. Table floor choice sound.,Nile Grandeur,Cairo,Egypt,5,30.0444,31.2357,8.8,8.7,8.6,9.1,8.7,8.4,Other,United States,45-54,Couple,2025-06-05
6962,557,12,2023-10-08,8.9,9.1,8.7,8.8,9.0,9.2,8.7,Almost close record low outside form. Method raise kid firm hard. By behavior leave.,Aztec Heights,Mexico City,Mexico,5,19.4326,-99.1332,8.7,8.9,8.5,9.0,8.7,8.5,Other,Germany,55+,Family,2020-09-05
6963,1255,18,2023-02-19,8.9,9.4,8.8,9.0,8.8,8.5,8.9,Accept improve way law eat treat. Suddenly trial kind issue. Culture knowledge nice.,Nile Grandeur,Cairo,Egypt,5,30.0444,31.2357,8.8,8.7,8.6,9.1,8.7,8.4,Male,Brazil,35-44,Family,2024-09-30
6964,1992,3,2020-02-12,8.8,8.2,9.2,8.3,9.2,9.6,7.9,Discover support speech. Off treatment today up once ability free.,L'Étoile Palace,Paris,France,5,48.8566,2.3522,8.8,9.4,8.7,9.6,9.3,8.1,Female,France,35-44,Business,2023-07-05
6965,1488,24,2022-02-24,8.6,8.7,8.2,8.5,8.8,8.8,8.8,Off audience though third finish civil. Form hour role. Pull including believe blue.,The Savannah House,Lagos,Nigeria,5,6.5244,3.3792,8.7,8.6,8.5,8.9,8.6,8.4,Female,Russia,35-44,Solo,2024-03-26
6966,1578,8,2025-12-14,8.9,9.0,8.1,8.7,9.2,9.2,9.0,Tough almost myself tree star store professor true. Statement thought price animal avoid watch.,Copacabana Lux,Rio de Janeiro,Brazil,5,-22.9068,-43.1729,9.0,8.7,8.6,9.5,8.8,8.6,Female,United Kingdom,45-54,Solo,2023-11-19
6967,1639,15,2020-10-02,8.9,8.9,8.8,8.9,9.2,9.1,8.3,Much car Congress traditional its carry catch the. Family response whether animal suddenly trial. Pressure not skill ok still.,Table Mountain View,Cape Town,South Africa,5,-33.9249,18.4241,9.0,9.2,8.8,9.5,9.2,8.4,Female,United Kingdom,25-34,Family,2023-03-14
6968,854,5,2024-05-15,9.1,9.9,10.0,8.9,8.7,8.5,8.4,"Agent house trip material industry worry. Outside painting join job.
Under box government race process. Your soon edge year for store purpose a.",The Golden Oasis,Dubai,United Arab Emirates,5,25.2769,55.2962,9.3,9.5,9.6,8.9,9.4,8.5,Female,South Africa,45-54,Couple,2024-06-18
6969,1342,8,2025-02-09,8.9,9.1,9.6,7.9,9.5,8.1,8.6,"Member group discover sit space down. Democratic decade page nation score.
Sing mean article response rock. You step community.",Copacabana Lux,Rio de Janeiro,Brazil,5,-22.9068,-43.1729,9.0,8.7,8.6,9.5,8.8,8.6,Male,New Zealand,25-34,Couple,2025-01-11
6970,624,22,2020-12-07,9.0,9.2,9.5,8.1,9.3,8.8,8.6,Occur claim sport lose third agreement can. Health forward better TV.,Canal House Grand,Amsterdam,Netherlands,5,52.3676,4.9041,9.4,9.1,9.0,9.6,9.2,8.9,Male,United States,45-54,Couple,2021-09-30
6971,1782,3,2021-09-24,9.2,9.4,9.0,9.5,9.6,9.7,8.0,"Stage enter every likely series black anyone. People business major various after poor nearly practice.
Power hard team start indeed.",L'Étoile Palace,Paris,France,5,48.8566,2.3522,8.8,9.4,8.7,9.6,9.3,8.1,Female,United States,35-44,Family,2021-12-03
6972,677,5,2023-04-05,8.9,9.4,9.7,8.8,9.0,8.5,7.9,"Oil too reveal. Role which street good compare author beat. Yes they above hope great.
Fine question evidence attorney pull close.",The Golden Oasis,Dubai,United Arab Emirates,5,25.2769,55.2962,9.3,9.5,9.6,8.9,9.4,8.5,Male,Spain,55+,Couple,2024-03-19
6973,1888,3,2024-07-26,9.1,9.1,9.5,8.6,8.7,9.7,8.8,Detail majority company build record. Magazine side prepare level.,L'Étoile Palace,Paris,France,5,48.8566,2.3522,8.8,9.4,8.7,9.6,9.3,8.1,Female,Netherlands,18-24,Family,2024-10-28
6974,1723,4,2021-02-11,9.1,9.8,8.9,9.7,8.6,9.1,8.6,Young look whatever again trial. Democratic lay week six. Gun him reflect coach statement thus.,Kyo-to Grand,Tokyo,Japan,5,35.6895,139.6917,9.6,9.0,9.3,8.5,9.5,8.2,Male,Australia,45-54,Family,2023-02-28
6975,1549,10,2024-11-04,9.2,10.0,8.8,9.9,8.2,9.6,8.6,Suffer book agreement scientist need military business subject. However enjoy hospital total. Paper nature history east major hotel.,The Maple Grove,Toronto,Canada,5,43.6532,-79.3832,9.4,9.3,9.2,8.8,9.2,8.8,Female,Canada,45-54,Family,2024-03-12
6976,1055,1,2023-07-07,8.9,9.1,8.8,9.6,8.9,8.3,8.7,Child career tree sometimes election enter. Like important word community health PM. General industry team establish poor nice soldier.,The Azure Tower,New York,United States,5,40.758,-73.9855,9.1,8.8,8.9,9.5,8.6,8.0,Female,Germany,45-54,Family,2022-12-22
6977,109,2,2022-07-05,8.9,8.9,9.5,8.6,9.0,9.1,8.4,Rock early hear thought growth six beyond.,The Royal Compass,London,United Kingdom,5,51.5072,-0.1276,9.0,9.2,8.8,9.4,9.0,7.9,Female,United Kingdom,45-54,Couple,2024-02-18
6978,1956,15,2024-09-03,8.8,8.0,9.1,8.8,9.2,9.2,7.8,Design which several there while think. Hospital myself miss develop buy. Happen key song strategy expert describe.,Table Mountain View,Cape Town,South Africa,5,-33.9249,18.4241,9.0,9.2,8.8,9.5,9.2,8.4,Male,Japan,35-44,Business,2023-08-18
6979,1738,4,2023-03-02,9.0,9.8,9.3,8.3,8.4,9.5,8.6,School another just Mrs. Reflect culture treat evening try watch young.,Kyo-to Grand,Tokyo,Japan,5,35.6895,139.6917,9.6,9.0,9.3,8.5,9.5,8.2,Other,Russia,25-34,Couple,2024-08-30
6980,436,11,2021-06-04,9.1,8.8,8.6,8.6,9.9,9.7,8.7,"Great town enjoy service total election itself. Occur scene response science family.
Total read tell local smile. Why region rich clearly.",The Bund Palace,Shanghai,China,5,31.2304,121.4737,9.1,9.0,9.2,9.6,9.0,8.9,Other,South Korea,18-24,Solo,2023-10-29
6981,431,10,2025-12-28,9.2,9.4,9.3,9.6,8.5,9.1,9.1,Wait production morning garden push especially. Recent keep traditional everything. Detail six charge final morning.,The Maple Grove,Toronto,Canada,5,43.6532,-79.3832,9.4,9.3,9.2,8.8,9.2,8.8,Female,Australia,18-24,Family,2024-08-28
6982,1854,14,2024-04-08,9.0,9.8,9.1,8.0,9.2,8.6,8.9,Garden heavy which life suddenly. Serve people trial.,Colosseum Gardens,Rome,Italy,5,41.9028,12.4964,9.2,9.1,8.9,9.8,9.0,8.7,Female,United States,35-44,Couple,2023-10-03
6983,700,21,2022-06-18,9.1,9.2,8.7,8.5,9.4,9.1,9.3,Eat church whole energy return region they. Executive again experience pressure opportunity rule response. Site tax score finally.,The Bosphorus Inn,Istanbul,Turkey,5,41.0082,28.9784,9.1,9.0,8.8,9.3,8.9,8.5,Male,China,25-34,Solo,2024-07-31
6984,59,11,2024-07-09,9.1,9.4,9.5,8.2,9.6,9.1,8.4,Finally executive listen business who deep. Audience every white remain consider tax himself company. A focus structure reach onto.,The Bund Palace,Shanghai,China,5,31.2304,121.4737,9.1,9.0,9.2,9.6,9.0,8.9,Female,United States,25-34,Couple,2025-03-07
6985,820,14,2025-04-29,8.8,9.5,9.0,7.9,9.1,8.3,8.6,Open as share compare how practice. Visit hundred standard still order public process. Project cover approach Republican question wish time.,Colosseum Gardens,Rome,Italy,5,41.9028,12.4964,9.2,9.1,8.9,9.8,9.0,8.7,Female,France,55+,Couple,2025-01-14
6986,881,10,2021-06-22,9.1,9.1,8.9,9.7,8.1,9.3,9.2,Lot common central those true college. Painting anyone great write. Rule much difficult past allow.,The Maple Grove,Toronto,Canada,5,43.6532,-79.3832,9.4,9.3,9.2,8.8,9.2,8.8,Female,United Kingdom,18-24,Family,2023-01-17
6987,1617,9,2023-03-18,9.1,9.5,9.3,9.1,9.2,8.7,8.6,His program amount officer civil happen. Office art name mother affect way physical. Seven require training learn foreign.,Berlin Mitte Elite,Berlin,Germany,5,52.52,13.405,9.3,9.2,9.0,9.1,9.1,8.7,Male,Canada,25-34,Family,2022-08-02
6988,945,1,2021-11-10,8.8,9.1,9.2,8.6,9.1,8.4,8.1,Method year remain eight PM machine. True ground somebody blood. Education certainly health hard so sense.,The Azure Tower,New York,United States,5,40.758,-73.9855,9.1,8.8,8.9,9.5,8.6,8.0,Male,United States,25-34,Couple,2023-05-15
6989,1021,8,2024-10-13,8.8,9.1,9.2,7.7,9.5,8.1,8.5,Subject reflect reflect build. Any high network end yard what.,Copacabana Lux,Rio de Janeiro,Brazil,5,-22.9068,-43.1729,9.0,8.7,8.6,9.5,8.8,8.6,Male,United Arab Emirates,45-54,Couple,2020-09-09
6990,993,10,2020-05-19,9.1,9.6,9.6,8.3,9.1,9.1,8.4,Civil develop surface education should bit. Adult people appear kid probably from much.,The Maple Grove,Toronto,Canada,5,43.6532,-79.3832,9.4,9.3,9.2,8.8,9.2,8.8,Male,United States,25-34,Couple,2024-05-17
